orden,desde,desde_mes,desde_anio,desde_mes_nombre,vence,estado,situacion_actual,sujeto_obligado,ministerio_orbita,provincia,ingreso,motivo_del_reclamo,resumen,sintesis_de_resolucion,resultado_intimacion,n_expediente,informe_de_cierre
1372,12/11/2021,11,2021,Noviembre,29/12/2021,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,SIP en plazo de respuesta,NA,EX-2021-110085443- -APN-DNAIP#AAIP,NA
1373,15/11/2021,11,2021,Noviembre,30/12/2021,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2021-110599663-   -APN-DNAIP#AAIP,IF-2022-22346693-APN-DNAIP%25AAIP se notificó el 10/03
1375,17/11/2021,11,2021,Noviembre,04/01/2022,Cerrado,Finalizado,Fondo Nacional de las Artes,Ministerio de Cultura,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2021-111604259-   -APN-DNAIP#AAIP,IF-2022-05564675-APN-DNAIP#AAIP
1376,17/11/2021,11,2021,Noviembre,04/01/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-111860544- -APN-DNAIP#AAIP,NA
1377,17/11/2021,11,2021,Noviembre,04/01/2022,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,No residente,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-111583564-   -APN-DNAIP#AAIP,NA
1380,23/11/2021,11,2021,Noviembre,07/01/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-113729121- -APN-DNAIP#AAIP,NA
1381,23/11/2021,11,2021,Noviembre,07/01/2022,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-113639188- -APN-DNAIP#AAIP,NA
1382,24/11/2021,11,2021,Noviembre,10/01/2022,Cerrado,Finalizado,Ministerio de Obras Públicas,Ministerio de Obras Públicas,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-113963257- -APN-DNAIP#AAIP,NA
1383,25/11/2021,11,2021,Noviembre,11/01/2022,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-114571143- -APN-DNAIP#AAIP,NA
1384,26/11/2021,11,2021,Noviembre,12/01/2022,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-115029696- -APN-DNAIP#AAIP,NA
1386,27/11/2021,11,2021,Noviembre,12/01/2022,Cerrado,Finalizado,ENACOM,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2021-115293289- -APN-DNAIP#AAIP,IF-2022-16631640-APN-DNAIP#AAIP
1387,27/11/2021,11,2021,Noviembre,12/01/2022,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-115249121- -APN-DNAIP#AAIP,07/01 Se notificó al SO por NO-2022-02083977-APN-DNAIP#AAIP y al reclamante por TAD
1388,28/11/2021,11,2021,Noviembre,12/01/2022,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,No aplica,Archivo,Rechazo,NA,EX-2021-115377630- -APN-DNAIP#AAIP,NA
1389,01/12/2021,12,2021,Diciembre,17/01/2022,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2021-116877389-   -APN-DNAIP#AAIP,IF-2022-06183243-APN-DNAIP#AAIP
1390,01/12/2021,12,2021,Diciembre,17/01/2022,Cerrado,Finalizado,Banco Nacional de Datos Genéticos,"Ministerio de Ciencia, Tecnología e Innovación",Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-116903511-   -APN-DNAIP#AAIP,NA
1391,01/12/2021,12,2021,Diciembre,17/01/2022,Cerrado,Finalizado,METROGAS,METROGAS,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-116777833-   -APN-DNAIP#AAIP,NA
1392,02/12/2021,12,2021,Diciembre,18/01/2022,Cerrado,Finalizado,Ministerio del Interior,Ministerio del Interior,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-117180545-   -APN-DNAIP#AAIP,NA
1393,02/12/2021,12,2021,Diciembre,18/01/2022,Cerrado,Finalizado,ANMAT,Ministerio de Salud,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-117416276-   -APN-DNAIP#AAIP,NA
1394,02/12/2021,12,2021,Diciembre,18/01/2022,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-117049666-   -APN-DNAIP#AAIP,NA
1395,02/12/2021,12,2021,Diciembre,18/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-116951666-   -APN-DNAIP#AAIP,NA
1396,02/12/2021,12,2021,Diciembre,18/01/2022,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Rechazo,NA,EX-2021-117194996-   -APN-DNAIP#AAIP,NA
1399,03/12/2021,12,2021,Diciembre,19/01/2022,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-117798224-   -APN-DNAIP#AAIP,NA
1400,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2021-118371962-   -APN-DNAIP#AAIP,IF-2022-11025925-APN-DNAIP#AAIP
1401,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Incumplimiento parcial,EX-2021-118039007-   -APN-DNAIP#AAIP,IF-2022-14198044-APN-DNAIP%AAIP se notificó el 15/02  IF-2022-14575760-APN-DNAIP%25AAIP IF-2022-15821874-APN-DNAIP#AAIP Se notificó el 18/02
1402,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-118529616-   -APN-DNAIP#AAIP,NA
1404,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-118541812-   -APN-DNAIP#AAIP,NA
1405,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-118535423-   -APN-DNAIP#AAIP,NA
1406,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-118525829-   -APN-DNAIP#AAIP,NA
1407,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-118402404-   -APN-DNAIP#AAIP,NA
1408,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Ministerio de Desarrollo Productivo (no vigente),Ministerio de Desarrollo Productivo (no vigente),Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-118583725-   -APN-DNAIP#AAIP,NA
1409,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Desistimiento,Desistimiento,NA,EX-2021-118391161-   -APN-DNAIP#AAIP,NA
1410,06/12/2021,12,2021,Diciembre,20/01/2022,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Desistimiento,Desistimiento,NA,EX-2021-118388962-   -APN-DNAIP#AAIP,NA
1403,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-118589354-   -APN-DNAIP#AAIP,NA
1411,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,Instituto Nacional de Investigaciones Históricas Eva Perón,Ministerio de Cultura,No residente,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Incumplimiento parcial,EX-2021-118681988- -APN-DNAIP#AAIP,IF-2022-14454216-APN-DNAIP%25AAIP Se notificó el 15/02
1412,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,"Instituto Nacional Juan Domingo Perón de Estudios e Investigaciones Históricas, Sociales y Políticas",Ministerio de Cultura,No residente,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Incumplimiento parcial,EX-2021-118679996-   -APN-DNAIP#AAIP,IF-2022-14449132-APN-DNAIP%25AAIP Se notificó el 15/02
1413,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Buenos Aires,TAD,Silencio,Desistimiento,Desistimiento,NA,EX-2021-118801565-   -APN-DNAIP#AAIP,NA
1414,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Buenos Aires,TAD,Silencio,Desistimiento,Desistimiento,NA,EX-2021-118797973-   -APN-DNAIP#AAIP,NA
1415,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto","Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-118951527-   -APN-DNAIP#AAIP,NA
1416,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-119150167-   -APN-DNAIP#AAIP,NA
1417,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-118675031-   -APN-DNAIP#AAIP,NA
1418,07/12/2021,12,2021,Diciembre,21/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-118668021-   -APN-DNAIP#AAIP,NA
1419,09/12/2021,12,2021,Diciembre,24/01/2022,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-120188402-   -APN-DNAIP#AAIP,NA
1420,09/12/2021,12,2021,Diciembre,24/01/2022,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-120181140-   -APN-DNAIP#AAIP,NA
1422,13/12/2021,12,2021,Diciembre,26/01/2022,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,No residente,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2021-120351190-   -APN-DNAIP#AAIP,IF-2022-15983231-APN-DNAIP%AAIP Se notificó el 21/02
1423,13/12/2021,12,2021,Diciembre,26/01/2022,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,No residente,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-120351314-   -APN-DNAIP#AAIP,NA
1424,13/12/2021,12,2021,Diciembre,26/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-120351023-   -APN-DNAIP#AAIP,NA
1425,13/12/2021,12,2021,Diciembre,26/01/2022,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-120350928- -APN-DNAIP#AAIP,NA
1426,14/12/2021,12,2021,Diciembre,27/01/2022,Cerrado,Finalizado,BCRA,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-121439540- -APN-DNAIP#AAIP,NA
1427,14/12/2021,12,2021,Diciembre,27/01/2022,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-121240166-   -APN-DNAIP#AAIP,NA
1428,15/12/2021,12,2021,Diciembre,28/01/2022,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Rechazo,Rechazo,NA,EX-2021-121890065-   -APN-DNAIP#AAIP,NA
1429,15/12/2021,12,2021,Diciembre,28/01/2022,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Santa Fe,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-121942052-   -APN-DNAIP#AAIP,NA
1431,16/12/2021,12,2021,Diciembre,31/01/2022,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Incumplimiento parcial,EX-2021-122420154-   -APN-DNAIP#AAIP,IF-2022-21301395-APN-DNAIP#AAIP 08/03 Se notificó
1432,17/12/2021,12,2021,Diciembre,01/02/2022,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2021-122514029-   -APN-DNAIP#AAIP,NA
1433,20/12/2021,12,2021,Diciembre,02/02/2022,Cerrado,Finalizado,"Ministerio de las Mujeres, Géneros y Diversidad","Ministerio de las Mujeres, Géneros y Diversidad",Ciudad Autónoma de Buenos Aires,TAD,No aplica,No corresponde,SIP en plazo de respuesta,NA,EX-2021-123598738- -APN-DNAIP#AAIP,NA
1435,21/12/2021,12,2021,Diciembre,03/02/2022,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2021-123773041-   -APN-DNAIP#AAIP,IF-2022-16913828-APN-DNAIP%25AAIP Se notificó el 23/02
1436,21/12/2021,12,2021,Diciembre,03/02/2022,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-123776243-   -APN-DNAIP#AAIP,NA
1437,23/12/2021,12,2021,Diciembre,07/02/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-124958486-   -APN-DNAIP#AAIP,NA
1438,27/12/2021,12,2021,Diciembre,08/02/2022,Cerrado,Finalizado,ADIFSE,Ministerio de Transporte,Santa Fe,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2021-125778588-   -APN-DNAIP#AAIP,IF-2022-22344545-APN-DNAIP%25AAIP 10/03 Se notificó
1439,27/12/2021,12,2021,Diciembre,08/02/2022,Cerrado,Finalizado,INIDEP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,No corresponde,Es una SIP,NA,EX-2021-125089601-   -APN-DNAIP#AAIP,NA
1442,30/12/2021,12,2021,Diciembre,11/02/2022,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2021-126891210-   -APN-DNAIP#AAIP,IF-2022-22593906-APN-DNAIP%25AAIP 10/03 Se notificó
1443,30/12/2021,12,2021,Diciembre,11/02/2022,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2021-126885872-   -APN-DNAIP#AAIP,IF-2022-17113960-APN-DNAIP%25AAIP Se notificó el 23/02 al SO y al reclamante el 24/02
1444,30/12/2021,12,2021,Diciembre,11/02/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-127179808-   -APN-DNAIP#AAIP,NA
1445,30/12/2021,12,2021,Diciembre,11/02/2022,Cerrado,Finalizado,Superintendencia de Servicios de Salud,Ministerio de Salud,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-127177600-   -APN-DNAIP#AAIP,NA
1446,03/01/2022,1,2022,Enero,14/02/2022,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Incumplimiento parcial,EX-2022-00363758-   -APN-DNAIP#AAIP,IF-2022-29017845-APN-DNAIP%AAIP 29/03 Se notificó
1448,04/01/2022,1,2022,Enero,15/02/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2022-00938973-   -APN-DNAIP#AAIP,NA
1449,06/01/2022,1,2022,Enero,17/02/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2022-01791502-   -APN-DNAIP#AAIP,IF-2022-22863163-APN-DNAIP#AAIP 11/03 Se notificó
1450,06/01/2022,1,2022,Enero,17/02/2022,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,No aplica,Archivo,Archivo por reclamo duplicado,NA,EX-2022-01704983-   -APN-DNAIP#AAIP,NA
1451,06/01/2022,1,2022,Enero,17/02/2022,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2022-01784340-   -APN-DNAIP#AAIP,NA
1452,10/01/2022,1,2022,Enero,21/02/2022,Cerrado,Finalizado,INADI,Ministerio de justicia y Derechos Humanos,Santa Fe,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2022-02658264-   -APN-DNAIP#AAIP,NA
1454,12/01/2022,1,2022,Enero,23/02/2022,Cerrado,Finalizado,Tribunal de Tasaciones de la Nación,Ministerio de Obras Públicas,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Incumplimiento parcial,EX-2022-03617830-   -APN-DNAIP#AAIP,IF-2022-42740595-APN-DNAIP#AAIP
1455,12/01/2022,1,2022,Enero,23/02/2022,Cerrado,Finalizado,INDEC,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2022-03637525-   -APN-DNAIP#AAIP,NA
1456,12/01/2022,1,2022,Enero,23/02/2022,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2022-03711191-   -APN-DNAIP#AAIP,NA
1457,12/01/2022,1,2022,Enero,23/02/2022,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2022-03706778-   -APN-DNAIP#AAIP,NA
1458,13/01/2022,1,2022,Enero,24/02/2022,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2022-03723831-   -APN-DNAIP#AAIP,IF-2022-28351805-APN-DNAIP%25AAIP Se notificó el 25/03
1459,14/01/2022,1,2022,Enero,25/02/2022,Cerrado,Finalizado,Secretaría de Comunicación y Prensa,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2022-04433164- -APN-DNAIP#AAIP,NA
1460,14/01/2022,1,2022,Enero,25/02/2022,Cerrado,Finalizado,Secretaría de Comunicación y Prensa,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2022-04431966- -APN-DNAIP#AAIP,NA
1461,16/01/2022,1,2022,Enero,25/02/2022,Cerrado,Finalizado,AYSA,Ministerio de Obras Públicas,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2022-04591080- -APN-DNAIP#AAIP,IF-2022-28349169-APN-DNAIP%25AAIP Se notificó el 25/03
1462,17/01/2022,1,2022,Enero,02/03/2022,Cerrado,Finalizado,Secretaría de Comunicación y Prensa,Presidencia de la Nación,Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2022-04891182- -APN-DNAIP#AAIP,IF-2022-28338668-APN-DNAIP%25AAIP 25/03 Se notificó al SO y al reclamante
